All-Purpose Special: 9.00
2 Meatballs w/ Marinara: 5.25
House-Made Meatball: 10.00
Balsamic Reduction: 1.00
Kitchen Sink: 28.00
Pesto Fresco: 9.00
Fire Starter: 25.00
choose a size: 
choose your toppings: 
House Salad: 
Kids Pasta: 4.00
Afternoon Delight: 22.00
The Zipper: 3.50
South Jackson Five: 25.00
Our Killer Lasagna: 11.00
Linguini &amp; House-Made Meatballs: 10.00
Vanilla Ice Cream: 4.00
Mom’s Caesar w/ Chicken: 
French O: 
Waldorf: 
Pesto Sauce: 1.50
Ked’s Fave: 23.00
Crownie: 7.50
Cheese Tortellini: 9.50
FetaCini: 23.00
Marinara or Pizza Sauce: 1.00
Mom’s Caesar: 
Hummus Platter: 10.50
Antipasto Platter: 13.25
La Verde: 22.00
Hula Hoop: 20.00
Garlic Bread w/ Marinara: 3.00
Muffuletta: 9.00
Bleu Cheese Dressing: 1.00
Hullabaloo: 25.00
Minestrone: 
Fromage a Trois: 20.00
The Nooner: 23.00
Caprese Platter: 8.75
Greek Spinach Salad: 
choose a sauce: 
Weed Eater: 23.00
